network,station,channel,latitude,longitude,elevation
AV,GSCK,BHZ,52.011509,-176.151768,360.0
AV,GSMY,BHZ,52.043035,-176.056699,404.0
AV,GSSP,BHZ,52.09356,-176.17752,248.0
AV,GSTR,BHZ,52.094361,-176.05888,495.0
AV,GSTD,BHZ,52.055797,-176.144777,865.0
